postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh
"2212","662","5518","11.3","3410","1961","1224","225","622","39","1","115524","739,354","150.7"
"2213","981","7846","12.2","3593","3075","342","176","955","25","1","91690","586,814","118"
"2214","288","1354","19.6","1634","915","719","0","265","23","0","57880","370,433","76"
"2216","460","4728","9.4","1693","1365","328","0","443","17","0","81072","518,858","104.7"
"2217","542","5350","9.6","2670","1620","723","327","512","29","1","93017","595,312","119.9"
"2218","329","2705","11.8","1091","908","183","0","319","10","0","47657","305,004","61.6"
"2219","398","4247","8.9","1676","1244","431","0","377","21","0","52476","335,849","67.6"
"2220","660","5157","12.3","2309","1737","572","0","633","27","0","83918","537,074","108.2"
"2221","540","5169","9.8","2229","1650","579","0","505","35","0","70712","452,556","91.1"
"2222","289","2655","10.7","922","799","123","0","283","6","0","37894","242,524","48.9"
"2223","751","5808","12.3","3140","2188","727","225","712","38","1","84747","542,384","109.6"
"2224","475","4815","9.3","2094","1637","456","0","446","29","0","63907","409,004","82.4"
"2225","219","1809","11.5","871","729","142","0","208","11","0","26594","170,199","34.3"
"2226","604","4112","14.4","2080","1929","150","0","593","11","0","51240","327,934","66.1"
"2227","476","4577","10.0","1851","1552","300","0","458","18","0","62180","397,954","80.1"
"2228","548","5319","9.8","1981","1643","338","0","523","25","0","87711","561,353","113.3"
"2229","933","9090","9.5","4733","3147","1586","0","865","68","0","183382","1,173,644","238"
"2230","887","6248","13.5","3826","3048","778","0","842","45","0","110095","704,608","141.9"
"2231","152","774","18.1","648","500","147","0","140","12","0","42831","274,121","56.4"
"2232","1251","8927","13.4","4820","3912","908","0","1199","52","0","149305","955,550","193.2"
"2233","1522","9291","15.9","5514","4674","840","0","1475","47","0","131595","842,210","169.3"
"2234","1730","10046","16.7","7708","6062","1092","554","1673","55","2","158213","1,012,561","203.7"
"2250","4723","23908","18.5","22889","13811","8102","976","4416","305","2","557911","3,570,631","725.1"
"2251","2247","13875","15.8","7618","6824","794","0","2195","52","0","181845","1,163,810","235.4"
"2256","1045","7926","12.9","3749","3006","743","0","1021","24","0","90004","576,025","116.6"
"2257","1808","13912","12.7","6480","5790","691","0","1767","41","0","161887","1,036,078","209.4"
"2258","394","1945","18.5","2159","1358","592","209","359","34","1","56863","363,923","73.9"
"2259","5964","23808","24.2","23485","19193","3992","301","5753","210","1","476017","3,046,510","617.5"
"2260","1428","8638","15.8","5547","4660","887","0","1367","61","0","133860","856,701","173.1"
"2261","3046","22096","13.4","10956","9499","1457","0","2969","77","0","312109","1,997,496","404.9"
"2262","1685","8660","19.1","6065","5327","739","0","1658","27","0","120407","770,607","155.9"
"2263","1936","9821","19.2","7947","5506","976","1465","1890","44","2","143004","915,224","185.5"
"2264","1648","6704","23.6","6234","5183","1050","0","1585","63","0","129842","830,991","168.3"
"2265","776","2442","30.3","3309","2503","806","0","740","36","0","55522","355,339","72.2"
"2267","269","1326","19.8","1047","828","219","0","263","6","0","19220","123,010","25"
"2278","273","910","29.7","1055","1019","36","0","270","3","0","19792","126,666","25.8"
"2280","2018","10636","18.6","6952","6483","469","0","1981","37","0","151050","966,720","202.8"
"2281","1114","5849","18.7","4109","3705","404","0","1091","23","0","89649","573,755","120.5"
"2282","1253","5811","20.8","4709","3930","778","0","1208","45","0","95903","613,777","128.8"
"2283","2171","9806","21.5","7915","7059","855","0","2113","58","0","146867","939,946","191.2"
"2284","1023","4436","22.2","4458","3382","740","336","985","36","2","71847","459,822","96.8"
"2285","2505","12572","19.2","10354","8190","2164","0","2412","93","0","217712","1,393,359","294.3"
"2286","369","1651","21.6","1574","1342","232","0","356","13","0","25064","160,409","32.6"
"2287","2826","14588","18.9","10265","8994","1271","0","2758","68","0","199006","1,273,641","267.8"
"2289","1102","7377","14.6","5287","3313","408","1567","1074","27","1","106134","679,257","142.7"
"2290","2174","13655","15.5","8460","6672","1788","0","2113","61","0","206079","1,318,905","277.9"
"2291","747","4968","14.5","2747","2303","445","0","718","29","0","64189","410,811","86.3"
"2292","156","1088","12.7","747","454","293","0","138","18","0","38185","244,383","51.8"
"2293","124","1289","8.4","707","311","396","0","108","16","0","25212","161,357","34.3"
"2294","85","887","8.5","531","203","328","0","75","10","0","26243","167,953","35.6"
"2295","486","3215","14.9","1608","1495","113","0","478","8","0","46012","294,474","61.8"
"2296","113","921","11.6","352","245","107","0","107","6","0","12260","78,463","16.6"
"2297","129","680","18.4","359","306","53","0","125","4","0","15376","98,408","20.8"
"2298","473","3628","12.7","1593","1301","292","0","462","11","0","51469","329,401","69.3"
"2299","621","4220","14.2","2276","1832","444","0","598","23","0","59956","383,721","80.8"
"2300","359","2435","13.7","1783","1003","780","0","333","26","0","47379","303,228","63.6"
"2302","15","15","","296","13","283","0","3","12","0","14450","92,479","19.4"
"2303","540","3573","14.6","1965","1564","400","0","520","20","0","49388","316,085","66.3"
"2304","969","6455","14.1","4700","2660","1738","303","911","57","1","182113","1,165,520","247.2"
"2305","787","5066","15.2","2611","2336","275","0","772","15","0","70992","454,346","95.4"
"2306","51","1441","3.4","259","146","113","0","49","2","0","11798","75,509","15.9"
"2307","248","1750","13.9","784","718","66","0","243","5","0","21109","135,095","28.4"
"2311","124","453","24.1","647","428","219","0","109","15","0","17682","113,167","22.9"
"2312","194","614","29.3","841","620","221","0","180","14","0","17635","112,862","23.8"
"2315","1364","7840","17.1","4404","3984","421","0","1344","20","0","105188","673,201","141.3"
"2316","615","2864","20.8","2469","2003","296","169","596","18","1","53384","341,658","71.6"
"2317","658","3060","20.5","2881","2040","676","165","627","30","1","51203","327,701","68.9"
"2318","1348","4649","27.2","6026","4794","1233","0","1263","85","0","130634","836,056","176.5"
"2319","713","3135","22.5","2398","2234","164","0","706","7","0","42032","269,003","56.5"
"2320","3027","14547","19.1","17165","11109","5606","450","2783","242","2","346089","2,214,972","450.2"
"2321","1526","6021","23.8","6937","5649","1288","0","1431","95","0","131331","840,519","176.3"
"2322","2028","7603","25.1","9545","6510","3036","0","1906","122","0","250328","1,602,100","341"
"2323","2138","10465","19.7","10528","7273","1338","1917","2063","74","1","178665","1,143,457","232.2"
"2324","2946","11580","24.5","11332","9241","1961","130","2842","103","1","223535","1,430,626","300.9"
"2325","2511","12076","19.8","11110","8884","2226","0","2393","118","0","226411","1,449,028","294.3"
"2326","736","2978","23.8","3193","2707","486","0","709","27","0","68391","437,703","88.9"
"2327","623","3165","18.8","2870","2111","759","0","596","27","0","56938","364,401","74.4"
"2328","216","1101","17.5","1174","748","427","0","193","23","0","41877","268,014","56.5"
"2329","219","1014","18.5","1271","749","522","0","188","31","0","44405","284,192","59.8"
"2330","1878","8120","21.0","10635","6907","3090","638","1708","168","2","235016","1,504,103","305"
"2333","934","6602","13.1","5106","3529","1377","200","862","71","1","174109","1,114,300","236.3"
"2334","265","1122","22.5","1163","996","167","0","253","12","0","20007","128,043","26"
"2335","661","2434","25.3","3238","2605","633","0","615","46","0","62252","398,411","80.8"
"2336","256","1114","21.1","1447","976","471","0","235","21","0","34610","221,501","46.7"
"2337","658","3272","17.6","4169","2499","1670","0","576","82","0","118285","757,021","159.6"
"2338","168","751","20.8","860","594","267","0","156","12","0","25223","161,427","34"
"2339","83","343","23.3","380","324","56","0","80","3","0","19601","125,445","26.4"
"2340","4134","22068","17.3","22003","14385","6611","1008","3808","322","4","538373","3,445,586","798.6"
"2341","144","763","17.6","705","463","242","0","134","10","0","5059","32,379","7.5"
"2342","46","247","15.8","254","161","94","0","39","7","0","11529","73,787","17"
"2343","461","2278","19.1","2183","1683","500","0","434","27","0","67878","434,416","91.4"
"2344","94","304","28.6","418","315","103","0","87","7","0","19812","126,796","29.2"
"2345","94","299","28.8","521","339","182","0","86","8","0","12345","79,005","18.2"
"2346","368","1502","22.4","1688","1203","485","0","337","31","0","58166","372,262","86"
